coordinates,Country,maps_url,type,info/comments,config type,name
"41.060536, -81.540541",United States,"https://www.google.com/maps/place/41%C2%B003'37.9%22N+81%C2%B032'26.0%22W/@41.060536,-81.5410882,19z/data=!3m1!4b1!4m14!1m7!3m6!1s0x8830d6738661e6b1:0x96f3d06b1c512f06!2sLake+Shore+Blvd,+Akron,+OH!3b1!8m2!3d41.0559565!4d-81.5413122!3m5!1s0x0:0xabc796f0007cd4a3!7e2!8m2!3d41.0605357!4d-81.5405406",Flock Camera,"Lake Shore Blvd bus stop, near Crosier",Config 2,
"41.084497, -81.543480",United States,"https://www.google.com/maps/place/41%C2%B005'04.2%22N+81%C2%B032'36.5%22W/@41.084497,-81.5440272,19z/data=!3m1!4b1!4m14!1m7!3m6!1s0x8830d6738661e6b1:0x96f3d06b1c512f06!2sLake+Shore+Blvd,+Akron,+OH!3b1!8m2!3d41.0559565!4d-81.5413122!3m5!1s0x0:0xe4261737fedeabba!7e2!8m2!3d41.0844973!4d-81.5434795",Flock Camera,#023 Copley/Briarwood EB,Config 1,
"41.103416, -81.526935",United States,"https://www.google.com/maps/place/41%C2%B006'12.3%22N+81%C2%B031'37.0%22W/@41.10342,-81.5291237,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x0:0x721fab2d8a3689dd!2zNDHCsDAyJzQzLjciTiA4McKwMzInNTAuNCJX!3b1!8m2!3d41.045476!4d-81.547339!3m5!1s0x0:0x316746b2a76579a4!7e2!8m2!3d41.1034164!4d-81.5269354",Flock Camera,Uhler/Memorial Parkway,Config 1,
"41.070516, -81.507054",United States,"https://www.google.com/maps/place/41%C2%B004'13.9%22N+81%C2%B030'25.4%22W/@41.0699741,-81.5074697,282m/data=!3m1!1e3!4m6!3m5!1s0x0:0xe74393cacf9d06e3!7e2!8m2!3d41.0705156!4d-81.5070539",Flock Camera,Parking lot on Spicer St,Config 1,
"41.068150, -81.508154",United States,"https://www.google.com/maps/place/41%C2%B004'05.3%22N+81%C2%B030'29.4%22W/@41.06815,-81.5087012,282m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xea847a1ee5b3bffe!7e2!8m2!3d41.0681496!4d-81.5081536",Flock Camera,"Spicer, Near Beacon St",Config 1,
"41.068130, -81.508015",United States,"https://www.google.com/maps/place/41%C2%B004'05.3%22N+81%C2%B030'28.9%22W/@41.06813,-81.5085622,282m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xb17cd96760768af7!7e2!8m2!3d41.0681298!4d-81.5080145",Flock Camera,"Spicer, Near Beacon St",Config 1,
"41.039855, -81.500159",United States,"https://www.google.com/maps/place/41%C2%B002'23.5%22N+81%C2%B030'00.6%22W/@41.039855,-81.5007062,19z/data=!3m1!4b1!4m14!1m7!3m6!1s0x88312a1a338426d5:0x1a4ea0759edafae2!2sE+Wilbeth+Rd+%26+Inman+St,+Akron,+OH+44306!3b1!8m2!3d41.0398055!4d-81.5003053!3m5!1s0x0:0x9f872a82d883dff6!7e2!8m2!3d41.039855!4d-81.5001591",Flock Camera,Near entrance to Wilbeth/Arlington ,Config 1,
"41.030510, -81.545796",United States,"https://www.google.com/maps/place/41%C2%B001'49.8%22N+81%C2%B032'44.9%22W/@41.03051,-81.5463432,246m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x192c3b706caa7caf!7e2!8m2!3d41.03051!4d-81.5457963",Flock Camera,"Waterloo/Manchester, across the street from the Circle K, near a tree",Config 1,
"41.121668, -81.596151",United States,"https://www.google.com/maps/place/41%C2%B007'18.0%22N+81%C2%B035'46.1%22W/@41.121668,-81.5966982,281m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d6738661e6b1:0x96f3d06b1c512f06!2sLake+Shore+Blvd,+Akron,+OH!3b1!8m2!3d41.0559565!4d-81.5413122!3m5!1s0x0:0x74ddcfd3d79370f6!7e2!8m2!3d41.1216676!4d-81.5961506",Flock Camera,Near Fairlawn Country Club tennis courts,Config 1,
"41.088557, -81.461089",United States,"https://www.google.com/maps/place/41%C2%B005'18.8%22N+81%C2%B027'39.9%22W/@41.088557,-81.4616362,284m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8831291c044a2b8b:0xfd8a48147b574f6b!2sMorningview+Ave,+Akron,+OH+44305!3b1!8m2!3d41.0797625!4d-81.459945!3m5!1s0x0:0xcb51e11e1b802af!7e2!8m2!3d41.0885569!4d-81.4610894",Flock Camera,Chapman/Eastland Ave,Config 1,
"41.085897, -81.537855",United States,"https://www.google.com/maps/place/41%C2%B005'09.2%22N+81%C2%B032'16.3%22W/@41.0859004,-81.5396955,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x8830d63986965911:0x7088e0033e497c74!2sAkron+General+Ave,+Akron,+OH!3b1!8m2!3d41.0777335!4d-81.5324866!3m5!1s0x0:0x1d31b635a16f159!7e2!8m2!3d41.0858967!4d-81.5378551",Flock Camera,"Cedar St, along bend where it splits from Exchange",Config 2,
"41.078647, -81.530307",United States,"https://www.google.com/maps/place/41%C2%B004'43.1%22N+81%C2%B031'49.1%22W/@41.0786276,-81.5309386,18z/data=!4m14!1m7!3m6!1s0x8830d63986965911:0x7088e0033e497c74!2sAkron+General+Ave,+Akron,+OH!3b1!8m2!3d41.0777335!4d-81.5324866!3m5!1s0x0:0x7a2c4b76baa7b782!7e2!8m2!3d41.0786471!4d-81.5303073",Flock Camera,#095 Akron General Ave/W Cedar St SW,Config 2,
"41.029208, -81.527079",United States,"https://www.google.com/maps/place/41%C2%B001'45.2%22N+81%C2%B031'37.5%22W/@41.029209,-81.5276262,19z/data=!3m1!4b1!4m14!1m7!3m6!1s0x8830d592ac3444a1:0x772c953415bc075b!2s2118+S+Main+St,+Akron,+OH+44301!3b1!8m2!3d41.0291903!4d-81.5272756!3m5!1s0x0:0xfe8b70b1e3594416!7e2!8m2!3d41.0292085!4d-81.5270792",Flock Camera,Devil's Strip of Cliffside Key Club,Config 1,
"41.074113, -81.515723",United States,"https://www.google.com/maps/place/41%C2%B004'26.8%22N+81%C2%B030'56.6%22W/@41.074114,-81.5162702,271m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0xa32bde007800c671!8m2!3d41.074113!4d-81.515723",Flock Camera,Exchange/Grant Traffic Light Pole,Config 2,
"41.073867, -81.515847",United States,"https://www.google.com/maps/place/41%C2%B004'25.9%22N+81%C2%B030'57.1%22W/@41.073871,-81.5180357,1084m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x894b80157f612ba9!8m2!3d41.073867!4d-81.515847",Flock Camera,Exchange/Grant Light Pole,Config 2,
"41.073793, -81.515442
",United States,"https://www.google.com/maps/place/41%C2%B004'25.7%22N+81%C2%B030'55.6%22W/@41.073797,-81.5176307,1084m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x7a56664317ba733d!8m2!3d41.073793!4d-81.515442",Flock Camera,Exchange/Grant Crosswalk Pole,Config 2,
"41.067277, -81.518102",United States,"https://www.google.com/maps/place/41%C2%B004'02.2%22N+81%C2%B031'05.2%22W/@41.067281,-81.5225867,1084m/data=!3m1!1e3!4m5!3m4!1s0x0:0x3abe6637aef3324a!8m2!3d41.067277!4d-81.518102",Flock Camera,"Grant St, near Palmyra ",Config 1,
"41.070773, -81.517861",United States,"https://www.google.com/maps/place/41%C2%B004'14.8%22N+81%C2%B031'04.3%22W/@41.070774,-81.5184082,271m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x2648a781e23ac3d2!8m2!3d41.070773!4d-81.517861",Flock Camera,"Grant St, Near Grant View",Config 1,
"41.070728, -81.517686",United States,"https://www.google.com/maps/place/41%C2%B004'14.6%22N+81%C2%B031'03.7%22W/@41.070729,-81.5182332,271m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x72eddca88fa4ab37!8m2!3d41.070728!4d-81.517686",Flock Camera,"Grant St, Near Grant View",Config 1,
"41.065868, -81.517822",United States,"https://www.google.com/maps/place/41%C2%B003'57.1%22N+81%C2%B031'04.2%22W/@41.065872,-81.5200107,1084m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x106a06e5fb4b0069!8m2!3d41.065868!4d-81.517822",Flock Camera,E Thornton/Grant St,Config 1,
"41.070749, -81.513351",United States,"https://www.google.com/maps/place/41%C2%B004'14.7%22N+81%C2%B030'48.1%22W/@41.070753,-81.5155397,1084m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x7ee4e02dc4f2b488!8m2!3d41.070749!4d-81.513351",Flock Camera,Allyn/Wheeler St (On Allyn),Config 1,
"41.070536, -81.513344",United States,"https://www.google.com/maps/place/41%C2%B004'13.9%22N+81%C2%B030'48.0%22W/@41.070537,-81.5138912,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x59957129587be407!7e2!8m2!3d41.0705364!4d-81.5133439",Flock Camera,Allyn/Wheeler St (On Allyn),Config 1,
"41.068705, -81.511372",United States,"https://www.google.com/maps/place/41%C2%B004'07.3%22N+81%C2%B030'40.9%22W/@41.068706,-81.5119192,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x9254fd9131425c21!7e2!8m2!3d41.068705!4d-81.5113715",Flock Camera,Power/Kling St,Config 1,
"41.121532, -81.509646",United States,"https://www.google.com/maps/place/41%C2%B007'17.5%22N+81%C2%B030'34.7%22W/@41.121533,-81.5101932,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x6b4256a00913a2b6!7e2!8m2!3d41.1215322!4d-81.509646",Flock Camera,"N Main St/Riverside Dr near ""ICE"" sign",Config 2,
"41.102063, -81.511441",United States,"https://www.google.com/maps/place/41%C2%B006'07.4%22N+81%C2%B030'41.2%22W/@41.102064,-81.5119882,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x94bcb950fc2f6e6b!7e2!8m2!3d41.1020628!4d-81.5114409",Flock Camera,#077 E Tallmadge Ave and N Main St EB,Config 2,
"41.102215, -81.511132",United States,"https://www.google.com/maps/place/41%C2%B006'08.0%22N+81%C2%B030'40.1%22W/@41.102216,-81.5116792,271m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x222589921abb17d3!8m2!3d41.102215!4d-81.511132",Flock Camera,E Tallmadge Ave and N Main St WB,Config 2,
"41.102041, -81.466557",United States,"https://www.google.com/maps/place/41%C2%B006'07.4%22N+81%C2%B027'59.6%22W/@41.1020409,-81.4710417,1082m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x0:0x222589921abb17d3!2zNDHCsDA2JzA4LjAiTiA4McKwMzAnNDAuMSJX!3b1!8m2!3d41.102215!4d-81.511132!3m5!1s0x0:0xec2452b542d872b8!7e2!8m2!3d41.1020415!4d-81.4665568",Flock Camera,#010 Brittain Rd and E Tallmadge Ave SB,Config 2,
"41.102063, -81.466191",United States,"https://www.google.com/maps/place/41%C2%B006'07.4%22N+81%C2%B027'58.3%22W/@41.1020674,-81.4668502,331m/data=!3m1!1e3!4m6!3m5!1s0x0:0x4c6ef2e6c36d965a!7e2!8m2!3d41.1020631!4d-81.4661908",Flock Camera,Brittain Rd and E Tallmadge Ave NB,Config 2,
"41.101765, -81.466573",United States,"https://www.google.com/maps/place/41%C2%B006'06.4%22N+81%C2%B027'59.7%22W/@41.101765,-81.4672427,331m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xd2e732041e47d227!7e2!8m2!3d41.1017651!4d-81.4665729",Flock Camera,Brittain Rd and E Tallmadge Ave,Config 2,
"41.070727, -81.509847",United States,"https://www.google.com/maps/place/41%C2%B004'14.6%22N+81%C2%B030'35.5%22W/@41.070727,-81.5103942,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x70d5d9c9c75d3aef!7e2!8m2!3d41.0707267!4d-81.5098473",Flock Camera,Brown and Wheeler intersection,Config 2,
"41.065981, -81.510006",United States,"https://www.google.com/maps/place/41%C2%B003'57.5%22N+81%C2%B030'36.0%22W/@41.065981,-81.5105532,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x5ce5cd0ea96be08a!7e2!8m2!3d41.0659806!4d-81.5100062",Flock Camera,"Brown and E Thornton, Near Mckown Properties Office",Config 1,
"41.061966, -81.518016",United States,"https://www.google.com/maps/place/41%C2%B003'43.1%22N+81%C2%B031'04.9%22W/@41.061966,-81.5185632,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x29a78aad86c8916e!7e2!8m2!3d41.061966!4d-81.5180163",Flock Camera,"Grant/South st, across from gas station",Config 1,
"41.071273, -81.506434",United States,"https://www.google.com/maps/place/41%C2%B004'16.6%22N+81%C2%B030'23.2%22W/@41.071273,-81.5069812,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xc0f072b9d599e115!7e2!8m2!3d41.0712734!4d-81.5064338",Flock Camera,"Exchange/Spicer, across from Subway",Config 2,
"41.102858, -81.511021",United States,"https://www.google.com/maps/place/41%C2%B006'10.3%22N+81%C2%B030'39.7%22W/@41.102858,-81.5115682,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xd73aaf21b58fc650!7e2!8m2!3d41.1028585!4d-81.511021",Flock Camera,"N Main St/E Tallmadge Ave, SB",Config 2,
"41.101587, -81.510848",United States,"https://www.google.com/maps/place/41%C2%B006'05.7%22N+81%C2%B030'39.1%22W/@41.101587,-81.5113952,271m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xe60d3666a8ea3bce!7e2!8m2!3d41.1015867!4d-81.5108483",Flock Camera,"N Main St/E Tallmadge Ave, NB",Config 2,
"41.084061, -81.569326",United States,"https://www.google.com/maps/place/41%C2%B005'02.6%22N+81%C2%B034'09.6%22W/@41.084061,-81.5698732,284m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x3f86f0a3192d7cb3!7e2!8m2!3d41.0840615!4d-81.5693259",Flock Camera,"S Hawkins/Copley, near China Star",Config 2,
"41.083707, -81.575378",United States,"https://www.google.com/maps/place/41%C2%B005'01.4%22N+81%C2%B034'31.4%22W/@41.0837069,-81.5798627,1135m/data=!3m2!1e3!4b1!4m9!1m2!2m1!1smaple+valley+cleaners!3m5!1s0x0:0xd975063c02bea88!7e2!8m2!3d41.0837071!4d-81.5753778",Flock Camera,"Copley, near old maple valley cleaners",Config 1,
"41.064312, -81.572292",United States,"https://www.google.com/maps/place/41%C2%B003'51.5%22N+81%C2%B034'20.3%22W/@41.0643119,-81.5767767,1135m/data=!3m2!1e3!4b1!4m9!1m2!2m1!1smaple+valley+cleaners!3m5!1s0x0:0xeb98b4ff1c435ac5!7e2!8m2!3d41.0643115!4d-81.5722916",Flock Camera,"Vernon Odom, Near Clearwater Systems",Config 1,
"41.062592, -81.577621",United States,"https://www.google.com/maps/place/41%C2%B003'45.3%22N+81%C2%B034'39.4%22W/@41.0625124,-81.5783271,150m/data=!3m1!1e3!4m9!1m2!2m1!1smaple+valley+cleaners!3m5!1s0x0:0x63c17a69c084586e!7e2!8m2!3d41.062592!4d-81.5776211",Flock Camera,"Vernon Odom, before McTaggart",Config 2,
"41.070859, -81.547694",United States,"https://www.google.com/maps/place/41%C2%B004'15.1%22N+81%C2%B032'51.7%22W/@41.0708589,-81.5521787,1135m/data=!3m2!1e3!4b1!4m9!1m2!2m1!1smaple+valley+cleaners!3m5!1s0x0:0x601181d5a7f2099f!7e2!8m2!3d41.0708588!4d-81.5476941",Flock Camera,"Vernon Odom/East, on the traffic light pole",Config 2,
"41.070754, -81.547383",United States,"https://www.google.com/maps/place/41%C2%B004'14.7%22N+81%C2%B032'50.6%22W/@41.070754,-81.54874,343m/data=!3m2!1e3!4b1!4m9!1m2!2m1!1smaple+valley+cleaners!3m5!1s0x0:0x4eea28ddb059ae37!7e2!8m2!3d41.0707536!4d-81.547383",Flock Camera,"Vernon Odom/East, on the traffic light pole",Config 2,
"41.072445, -81.541749",United States,"https://www.google.com/maps/place/41%C2%B004'20.8%22N+81%C2%B032'30.3%22W/@41.0724449,-81.5462337,1135m/data=!3m2!1e3!4b1!4m9!1m2!2m1!1smaple+valley+cleaners!3m5!1s0x0:0x91cc7ae459accd6d!7e2!8m2!3d41.0724448!4d-81.5417493",Flock Camera,Raymond/Vernon Odom. on the traffic light pole,Config 2,
"41.072362, -81.541531",United States,"https://www.google.com/maps/place/41%C2%B004'20.5%22N+81%C2%B032'29.5%22W/@41.072362,-81.5426522,284m/data=!3m2!1e3!4b1!4m9!1m2!2m1!1smaple+valley+cleaners!3m5!1s0x0:0x4eb85249725b950f!7e2!8m2!3d41.0723623!4d-81.5415305",Flock Camera,Raymond/Vernon Odom. on the traffic light pole,Config 2,
"41.060858, -81.455043",United States,"https://www.google.com/maps/place/41%C2%B003'39.1%22N+81%C2%B027'18.2%22W/@41.060858,-81.4556876,339m/data=!3m1!1e3!4m6!3m5!1s0x0:0xcbfba295648caf5f!7e2!8m2!3d41.0608725!4d-81.4550444",Flock Camera,"E Market/ Mogadore, Near MCDonalds",Unknown,
"41.061827, -81.454361",United States,"https://www.google.com/maps/place/41%C2%B003'42.6%22N+81%C2%B027'15.7%22W/@41.061827,-81.4550149,339m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x273c8e6494e6bde2!7e2!8m2!3d41.0618269!4d-81.4543611",Flock Camera,"Mogadore, near E Market St",Unknown,
"41.061647, -81.460320",United States,"https://www.google.com/maps/place/41%C2%B003'42.0%22N+81%C2%B027'37.3%22W/@41.0617201,-81.4607677,141m/data=!3m1!1e3!4m6!3m5!1s0x0:0xab837ab40ce256bf!7e2!8m2!3d41.0616528!4d-81.4603464",Flock Camera,"E Market St, Across from Papa Don's, a known cop bar",Unknown,
"41.071453, -81.509569",United States,"https://www.google.com/maps/place/41%C2%B004'17.2%22N+81%C2%B030'34.5%22W/@41.0714529,-81.5140537,1135m/data=!3m2!1e3!4b1!4m9!1m2!2m1!1sspeedway+llc!3m5!1s0x0:0xe034be2d7803cc92!7e2!8m2!3d41.0714533!4d-81.5095695",Flock Camera,"Brown/Exchange St, near Speedway",Config 2,
"41.063566, -81.518109",United States,"https://www.google.com/maps/place/41%C2%B003'48.8%22N+81%C2%B031'05.2%22W/@41.063566,-81.5192302,284m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d61dd5cec40f:0x11dec7658159f508!2sE+Voris+St,+Akron,+OH!3b1!8m2!3d41.0637092!4d-81.5172944!3m5!1s0x0:0xe17abb6453e58bb1!7e2!8m2!3d41.0635656!4d-81.5181092",Flock Camera,"Voris/Grant, near Blue Leaf",Config 1,
"41.100726, -81.488626",United States,"https://www.google.com/maps/place/41%C2%B006'02.6%22N+81%C2%B029'19.1%22W/@41.100726,-81.4897472,284m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x88312843e8c52b6f:0x659b392ff66c3551!2sHome+Ave,+Akron,+OH!3b1!8m2!3d41.1027681!4d-81.4883831!3m5!1s0x0:0xe4ea1309738a3b4!7e2!8m2!3d41.1007265!4d-81.4886262",Flock Camera,"Home/Tallmadge, near Weaver",Config 2,
"41.103266, -81.488175",United States,"https://www.google.com/maps/place/41%C2%B006'11.8%22N+81%C2%B029'17.4%22W/@41.103266,-81.4892962,284m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x88312843e8c52b6f:0x659b392ff66c3551!2sHome+Ave,+Akron,+OH!3b1!8m2!3d41.1027681!4d-81.4883831!3m5!1s0x0:0x974a56b36ecbb5df!7e2!8m2!3d41.1032659!4d-81.4881748",Flock Camera,"Home/Tallmadge, near Speed limit Sign",Config 2,
"41.054348, -81.490865",United States,"https://www.google.com/maps/place/41%C2%B003'15.7%22N+81%C2%B029'27.1%22W/@41.054348,-81.4914122,284m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x883129fa40f4faa9:0x892a29c9688fc397!2s624+Lovers+Ln,+Akron,+OH+44311!3b1!8m2!3d41.0542966!4d-81.5063422!3m5!1s0x0:0xc5a70eab61d81e5a!7e2!8m2!3d41.0543481!4d-81.4908654",Flock Camera,Lovers Lane/S Arlington intersection,Config 2,
"41.054376, -81.491119",United States,"https://www.google.com/maps/place/41%C2%B003'15.8%22N+81%C2%B029'28.0%22W/@41.054376,-81.4916662,284m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0xd9771fef8d17ee44!7e2!8m2!3d41.0543763!4d-81.4911195",Flock Camera,Lovers Lane/S Arlington intersection,Config 2,
"41.056374, -81.528377",United States,"https://www.google.com/maps/place/41%C2%B003'23.0%22N+81%C2%B031'42.2%22W/@41.056374,-81.5289242,284m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x11d029fd6ca254aa!7e2!8m2!3d41.0563742!4d-81.5283769",Flock Camera,E Miller Ave/S Main St intersection,Config 2,
"41.056386, -81.528005",United States,"https://www.google.com/maps/place/41%C2%B003'23.0%22N+81%C2%B031'40.8%22W/@41.056386,-81.5285522,284m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x566b96d73bc9380e!7e2!8m2!3d41.056386!4d-81.5280054",Flock Camera,E Miller Ave/S Main St intersection,Config 2,
"41.066608, -81.550281",United States,"https://www.google.com/maps/place/41%C2%B003'59.8%22N+81%C2%B033'01.0%22W/@41.0666079,-81.5547657,1135m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x6342a348be123c61!7e2!8m2!3d41.0666079!4d-81.5502811",Flock Camera,"Manchester/W Thornton St intersection, closer towards East",Config 1,
"41.040182, -81.527103",United States,"https://www.google.com/maps/place/41%C2%B002'24.7%22N+81%C2%B031'37.6%22W/@41.040182,-81.5303183,814m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x8c6dbc2db91ce95a!7e2!8m2!3d41.0401818!4d-81.5271032",Flock Camera,"Wilbeth/S Main St intersection, on traffic light pole",Config 2,
"41.040182, -81.526589",United States,"https://www.google.com/maps/place/41%C2%B002'24.7%22N+81%C2%B031'35.7%22W/@41.040182,-81.5298043,814m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0xae3b5ea6b42b78d6!7e2!8m2!3d41.0401818!4d-81.5265886",Flock Camera,"Wilbeth/S Main St intersection, on traffic light pole",Config 2,
"41.039882, -81.500383",United States,"https://www.google.com/maps/place/41%C2%B002'23.6%22N+81%C2%B030'01.4%22W/@41.039882,-81.5022884,482m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0xa67d00a093cbc5!7e2!8m2!3d41.0398817!4d-81.5003833",Flock Camera,Inman St/W Wilbeth Rd,Config 1,
"41.039936, -81.491369",United States,"https://www.google.com/maps/place/41%C2%B002'23.8%22N+81%C2%B029'28.9%22W/@41.039936,-81.4924902,284m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x1cac132b2a0808aa!7e2!8m2!3d41.039936!4d-81.4913695",Flock Camera,W Wilbeth Rd/S Arlington Rd,Config 2,
"41.039944, -81.491098",United States,"https://www.google.com/maps/place/41%C2%B002'23.8%22N+81%C2%B029'28.0%22W/@41.039944,-81.4929776,476m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x8f14d93c903a50f3!7e2!8m2!3d41.0399438!4d-81.4910985",Flock Camera,W Wilbeth Rd/S Arlington Rd,Config 2,
"41.122524, -81.598500",United States,"https://www.google.com/maps/place/41%C2%B007'21.1%22N+81%C2%B035'54.6%22W/@41.122525,-81.5996212,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x4c91c99322616e7!7e2!8m2!3d41.122524!4d-81.5984999",Flock Camera,"Wolcott/Market St, near the AKRON sign",Config 1,
"41.103254, -81.526999",United States,"https://www.google.com/maps/place/41%C2%B006'11.7%22N+81%C2%B031'37.2%22W/@41.103255,-81.5281202,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x32ad1977e8bd0c5a!7e2!8m2!3d41.1032536!4d-81.5269986",Flock Camera,Uhler/Memorial Parkway,Config 2,
"41.066198, -81.550461",United States,"https://www.google.com/maps/place/41%C2%B003'58.3%22N+81%C2%B033'01.7%22W/@41.066199,-81.5515927,302m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x8b1f033abbd8fb8!7e2!8m2!3d41.0661983!4d-81.5504606",Flock Camera,Thornton/Manchester Rd Intersection,Config 1,
"41.066259, -81.549797",United States,"https://www.google.com/maps/place/41%C2%B003'58.5%22N+81%C2%B032'59.3%22W/@41.06626,-81.5509287,302m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x126a8db1be428e86!7e2!8m2!3d41.066259!4d-81.5497968",Flock Camera,Thornton/Manchester Rd Intersection,Config 1,
"41.072326, -81.541642",United States,"https://www.google.com/maps/place/41%C2%B004'20.4%22N+81%C2%B032'29.9%22W/@41.072327,-81.5427632,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x100b6d4da674d77a!7e2!8m2!3d41.0723265!4d-81.5416415",Flock Camera,Raymond/Vernon Odom. on the traffic light pole,Config 2,
"41.065978, -81.538916",United States,"https://www.google.com/maps/place/41%C2%B003'57.5%22N+81%C2%B032'20.1%22W/@41.065979,-81.5400372,299m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x7a2f5dde16af45a6!7e2!8m2!3d41.0659784!4d-81.5389161",Flock Camera,Rhodes/Thornton,Config 1,
"41.073137, -81.483338",United States,"https://www.google.com/maps/place/41%C2%B004'23.3%22N+81%C2%B029'00.0%22W/@41.0731399,-81.4866219,875m/data=!3m2!1e3!4b1!4m14!1m7!3m6!1s0x8830d52048ff7557:0x10bd260c704956c7!2sManchester+Rd,+Akron,+OH!3b1!8m2!3d41.0314876!4d-81.5462282!3m5!1s0x0:0x7283af53d7e0a34d!7e2!8m2!3d41.0731367!4d-81.4833383",Flock Camera,"Case/Eastland, near carter lumber",Config 1,
