longitude,latitude,note a,note b,make,model,type,integrated,date integrated,note c,disposition,status,statusChangeTimestamp,directions
-84.343603,33.68989,Training Center,Constitution Rd & Old Constitution,,,LPREB (Flock),,,ON HOLD,,,,
-84.414581,33.769805,Training Center,Constitution Rd & Bouldercrest Rd,,,LPRWB (Flock),,,ON HOLD,,,,
-84.414581,33.769805,Training Center,Bouldercrest Rd & West Side Pl,,,LPRNB (Flock),,,ON HOLD,,,,
-84.414581,33.769805,Training Center,Key Rd & Bouldercrest Rd,,,LPRWB (Flock),,,ON HOLD,,,,
-84.414581,33.769805,Training Center,Key Rd & Bouldercrest Rd,,,LPRSB (Flock),,,ON HOLD,,,,
-84.414581,33.769805,Training Center,Key Rd & Woodham Way,,,LPRWB (Flock),,,ON HOLD,,,,
-84.4076148,33.8468235,Tuxeedo 2021A,650 W. Paces Ferry Rd NW,,,PTZ,Yes,,W. Paces Ferry Rd & Northside Dr,,,,
-84.52189487,33.66414157,District 11,3390 Fairburn Rd SW,,,PTZ,Yes,,Fairburn Rd & Welcome All Rd,,,,
-84.3902644,33.7489924,Disrtict 11,3340 Old Fairburn Rd SW,,,PTZ,Yes,,Old Fairburn Rd & Somerset Trl,,,,
-84.5388682,33.69006175,District 11,4610 Tucson Trail ,,,PTZ,Yes,,Tucson Trail & Santa Rose Dr,,,,
-84.42647463,33.7051599,District 12,1824 Murphy Ave SW,,,PTZ,Yes,6/28/22,Murphy Ave & Osborne St,,,,
-84.46065849,33.70564645,TAD Zone 4,2205 Campbellton Rd SW,,,PTZ,Yes,7/1/22,Campbellton Rd & Delowe Dr,,,,
-84.45348885,33.78313757,TAD Zone 1,67 Johnson Rd,,,LPRNB,Yes,7/1/22,Johnson Rd & Jones Ave,,,,
-84.3902644,33.7489924,At Promise Center 4,2175 MLK Jr Dr,,,Quad,Yes,7/1/22,MLK Dr & Barfield Ave,,,,
-84.3723298,33.7543075,TAD Zone 6,466 Edgewood Ave,,,LPREB,Yes,7/2/22,Boulevard & Edgewood Ave,,,,
-84.385315,33.718925,Forest Cove,820 Mc Donough Blvd SE,,,LPREB,Yes,7/2/22,Mc Donough Blvd & Moreland Dr,,,,
-84.385315,33.718925,Forest Cove,820 Mc Donough Blvd SE,,,Quad,Yes,7/3/22,Mc Donough Blvd & Moreland Dr,,,,
-84.4076459,33.8186199,Atlanta Conservancy Phase 1,2315 Northside Dr,,,Bullet,Yes,7/3/22,Northside & Moreland Dr,,,,
-84.3729189,33.7537721,TAD Zone 6,451 Chamberlain St,,,PTZ,Yes,7/3/22,Chamberlain & Fitzgerald St,,,,
-84.443654,33.754566,District 10,7 Linkwood Ave NW,,,PTZ,Yes,7/3/22,Linkwood Ave & Delmar Lane,,,,
-84.3902644,33.7489924,District 10,3102 MLK Jr Dr,,,PTZ,Yes,7/10/22,MLK Jr & Lynhurst Dr,,,,
-84.516198,33.756478,District 10,3895 Bakers Ferry Rd,,,LPRSW,Awaiting Integration,7/11/22,Bakers Ferry & Wilson Mill Rd,,,,
-84.3902644,33.7489924,Forest Cove,1835 Henry Thomas Dr (Playground),,,Quad,Yes,7/11/22,Henry Thomas Dr & Thomasville Blvd,,,,
-84.3902644,33.7489924,Forest Cove,1835 Henry Thomas Dr (Swimming Pool),,,Quad,Yes,7/12/22,Henry Thomas Dr & Thomasville Blvd,,,,
-84.358105,33.704004,Forest Cove,1835 Henry Thomas Dr (Baseball Field),,,Quad,Yes,7/12/22,Henry Thomas Dr & Thomasville Blvd,,,,
-84.423948,33.726363,District 4,1055 Peeples st SW,,,PTZ,Yes,7/16/22,Peeples St & White Oak Dr,,,,
-84.3559268,33.7037423,Forest Cove,1820 Henry Thomas Dr SE,,,Quad,Yes,7/18/22,Henry Thomas Dr & Mc Donough Blvd,,,,
-84.35948536,33.70736491,Forest Cove,990 New Town Cir SE,,,Quad,Yes,7/22/22,New Town Cir & Moreland Dr,,,,
-84.362068,33.708621,Forest Cove,600 New Town Cir SE,,,Quad,Yes,7/22/22,New Town Cir & Moreland Dr,,,,
-84.41893066,33.7496923,District 4,956 Ashby Grove SW,,,PTZ,Yes,7/29/22,Ashby Grove & Joseph E. Lowery Blvd,,,,
-84.3902644,33.7489924,District 4,1122 MLK Jr Dr  SW,,,LPRWB,Awaiting Integration,7/29/22,MLK Jr Dr & Gordon Terr,,,,
-84.44026296,33.73385625,District 10,1605 Beecher St SW,,,PTZ,Yes,7/30/22,Beecher St & Olympian Dr,,,,
-84.48698723,33.76451005,District 10,2981 Collier Dr NW,,,LPREB,Yes,7/31/22,Collier Dr & Linkwood Rd,,,,
-84.4203407,33.7895218,Empire Communities,996 Huff Rd NW,,,PTZ,Yes,9/8/22,Huff Rd & English St,,,,
-84.49414783,33.78781186,District 9 Participatory ,3260 Donald Lee Hollowell Pkwy NW,,,LPREB (Flock),Yes,9/12/22,DLH Pkwy & Bolton Rd,,,,
-84.4116075,33.718203,730 Dill Ave,730 Dill Ave SW,,,PTZ,Yes,9/29/22,Dill Ave & Desoto Ave,,,,
-84.4063919,33.7336732,Bender St,976 Bender St SW,,,PTZ,Yes,9/29/22,Bender St & Shelton Ave,,,,
-84.3559268,33.7037423,Forest Cove,1820 Henry Thomas Dr SE,,,LPRSB,Yes,10/17/22,Mc Donough Blvd & Henry Thomas Dr,,,,
-84.360085,33.709965,Forest Cove,808 Mc Donough Blvd SE,,,LPRNW,Yes,11/29/22,Mc Donough Blvd & New Town Cir,,,,
-84.5002099,33.6214791,Disrtict 11,Old Fairburn Rd and Somerset Trail SW,,,PTZ,Y,7/13/22,3340 Old Fairburn Rd SW,,,,
-84.36633946,33.6493406,District 12,3843 Jonesboro Rd,,,PTZ,Y,8/24/22,3843 Jonesboro Rd,,,,
-84.527267,33.663586,District 11,Old Fairburn Rd and Somerset Trail SW,,,PTZ,Y,7/13/22,,,,,
-84.408142,33.681627,City Camera Expansion Plan - Zone 3 TAD,Cleveland Ave Westbound at Metropolitan Pkwy SW,,,LPR,Y,3/7/22,2701 Metropolitan Pkwy,,,,
-84.314878,33.688859,Training Center,Constitution Rd & Bouldercrest Rd,,,LPRWB,Y,6/22/22,flock,,,,
-84.49512683,33.6890235,TAD Zone 4,Greenbriar Pkwy SW Northbound at Arthur B Langford Jr Pkwy,,,LPRNB,Y,4/21/22,2841 Greenbriar Pkwy,,,,
-84.49512683,33.6890235,TAD Zone 4,Greenbriar Pkwy SW at Arthur B Langford Jr Pkwy,,,PTZ/Quad,Y,4/21/22,2841 Greenbriar Pkwy,,,,
-84.342525,33.689079,Training Center,Constitution Rd & Old Constitution,,,LPREB,Y,6/22/22,flock,,,,
-84.510752,33.6892,Fire Station 31 EMU,2406 Fairburn Rd,,,fixed,Y,3/24/22,,,,,
-84.510752,33.68925,Fire Station 31 EMU,2406 Fairburn Rd,,,fixed,Y,3/24/22,,,,,
-84.510752,33.689209,Fire Station 31 EMU,2406 Fairburn Rd,,,fixed,Y,3/24/22,,,,,
-84.504854,33.68966,City Camera Expansion Plan - Zone 4 TAD,Campbellton Rd SW Westbound from 285 South (Lane 1),,,LPR,Y,3/8/22,3550 Campbellton Rd SW,,,,
-84.504854,33.68966,City Camera Expansion Plan - Zone 4 TAD,Campbellton Rd SW Westbound from 285 South (Lane 2),,,LPR,Y,3/8/22,3550 Campbellton Rd SW,,,,
-84.506575,33.689828,City Camera Expansion Plan - TAD Zone 4, Barge Rd SW Southbound at Campbellton Rd SW,,,LPRSB,Y,5/19/22,3600 Campbellton Rd SW,,,,
-84.48860285,33.6899428,City Camera Expansion Plan - TAD Zone 4,Headland Dr SW Eastbound at Greenbriar Pkwy SW,,,LPREB,Y,5/19/22,3065 Headland Dr SW,,,,
-84.5388682,33.6900618,District 11 Phase 1,Tucson Trail SW and Santa Rosa Dr SW,,,PTZ,Y,7/14/22,Tucson Park / 4610 Tucson Trail SW,,,,
-84.513092,33.691168,City Camera Expansion Plan - Zone 4 TAD,Campbellton Rd SW Westbound at Camp Ground Rd SW,,,LPR,Y,4/21/22,3811 Campbellton Rd SW,,,,
-84.321572,33.691194,Training Center,Bouldercrest Rd & West Side Pl,,,LPRNB,Y,6/22/22,flock,,,,
-84.341388,33.696055,Training Center,Key Rd & Woodham Way,,,LPRWB,Y,6/22/22,flock,,,,
-84.3989885,33.6983337,City Camera Expansion Plan - Zone 3 TAD,Pryor Rd SW Westbound at Claire Dr SW,,,LPR,Y,4/21/22,307 Pryor Rd SW,,,,
-84.412664,33.6995384,City Camera Expansion Plan - Zone 3 TAD,Brewer Blvd SW Northbound at Fleet St SW,,,LPR,Y,4/21/22,2021 Brewer Blvd SW,,,,
-84.376102,33.701175,Browns Mill Project,Delta Wy SE Eastbound at Browns Mill Rd SE,,,LPREB,Y,5/19/22,3121 Browns Mill Rd SE,,,,
-84.4787179,33.7016271,City Camera Expansion Plan - Zone 4 TAD,Campbellton Rd SW and Harbin Rd SW,,,LPR,,2/25/22,2755 Campbellton Rd SW,,,,
-84.3559268,33.7037423,Forest Cove Project,Henry Thomas Dr SE and McDonough Blvd SE,,,PTZ/Quad,Y,11/16/22,1820 Henry Thomas Dr SE,,,,
-84.32702,33.70406,Training Center,Key Rd & Bouldercrest Rd,,,LPRSB,Y,6/22/22,flock,,,,
-84.327024,33.704062,Training Center,Key Rd & Bouldercrest Rd,,,LPRWB,Y,6/22/22,flock,,,,
-84.357032,33.704184,Forest Cove Project,1835 Henry Thomas Dr SW (Playground),,,PTZ/Quad,Y,9/29/22,,,,,
-84.358719,33.704693,Forest Cove Project,1835 Henry Thomas Dr SW (Baseball Field),,,PTZ/Quad,Y,9/29/22,,,,,
-84.46063685,33.7050345,City Camera Expansion Plan - Zone 4 TAD,2205 Campbellton Rd SW,,,PTZ,Y,11/3/22,2200 Campbellton Rd SW,,,,
-84.42647463,33.7051599,District 11,Osborne St SW and Murphy Ave SW,,,PTZ,Y,7/8/22,1824 Murphy Ave SW,,,,
-84.39883,33.705181,City Camera Expansion Plan - Tad Zone 3,Pryor Rd SW Northbound and Pryor Cir SW,,,LPRNB,Y,3/9/22,,,,,
-84.378684,33.707267,District 1 Phase 2,Whatley St SE and Charleston Ave SE,,,PTZ/Quad,Y,1/18/22,,,,,
-84.393572,33.708756,TAD Zone 3,Claire Dr SW and Pryor Cir SW,,,LPREB,Y,1/26/22,,,,,
-84.35942281,33.7093672,Forest Cove Project,New Town Circ SE and McDonough Blvd SE,,,PTZ/Quad,Y,8/9/22,820 McDonough Blvd,,,,
-84.360753,33.709784,Forest Cove Project,New Town Circ SE and McDonough Blvd SE EB,,,LPR,Y,8/9/22,,,,,
-84.3977457,33.7128707,District 12 Project,Booker St SW at Arthur Langford Jr Pl SW,,,PTZ,Y,4/22/22,1408 Arthur Langford Jr Pl SW,,,,
-84.4032604,33.7139964,District 12,Emma Millican Park 427 Deckner Ave SW,,,PTZ,Y,8/23/22,Emma Millican Park,,,,
-84.407877,33.718266,District 12 Project,Metropolitan Pkwy SW and Dill Ave SW,,,PTZ,Y,2/11/22,,,,,
-84.496157,33.721958,District 11,Cascade Rd and Kingsdale Dr SW,,,PTZ,Y,7/13/22,3297 Cascade Rd SW,,,,
-84.496157,33.721958,District 11,Cascade Rd Eastbound and Kingsdale Dr SW,,,LPREB,Y,8/9/22,3297 Cascade Rd SW,,,,
-84.39367922,33.722033,,University Ave and Pryor Rd,,,PTZ/Quad,Y,8/31/22,180 University Ave,,,,
-84.388102,33.725,District 1 Phase 2,Milton Ave and Hank Aaron Dr,,,PTZ,Y,4/27/22,,,,,
-84.423948,33.726363,District 4 - Dozier,Peeples St SW and White Oak Ave SW,,,PTZ,Y,9/6/22,1055 Peeples St SW,,,,
-84.39844,33.727023,District 11,312 Delevan St SW,,,PTZ/Quad,Y,9/16/22,Pittman Park,,,,
-84.391032,33.728402,District 1 Phase 2,Washington St SW and Hatcher Ave SW,,,PTZ/Quad,Y,3/11/22,,,,,
-84.415853,33.729327,City Camera Expansion Plan - Zone 3 TAD,Astor Ave SW Eastbound and Lee St SW,,,LPREB,,6/27/22,2020 Lee St SW,,,,
-84.3879594,33.7298288,Summerhill 2,Hank Aaron Dr SE and Ormond St SW,,,PTZ/Quad,,3/14/22,834 Hank Aaron Dr SW,,,,
-84.376644,33.731444,Summerhill 2,Ormond St SW at Grant St SE,,,PTZ/Quad,Y,4/22/22,,,,,
-84.38413198,33.7329789,Summerhill 2,Little St SE and Martin St SE,,,PTZ/Quad,Y,8/26/22,113 Little St SE,,,,
-84.4113992,33.7330648,District 12 Project,802 Lowndes St SW,,,PTZ,Y,5/20/22,Adair Park 2,,,,
-84.44026296,33.7338563,District 10 - Boone,Beecher St SW and Olympian Dr SW,,,PTZ,Y,10/6/22,1605 Beecher St SW,,,,
-84.385135,33.734329,Summerhill 2,Reed St SE and Bill Lucas Dr SE,,,Ptz/Quad,Y,8/15/22,81 Bill Lucas Dr SE,,,,
-84.379734,33.736469,Summerhill 2,245 Georgia Ave SE,,,PTZ/Quad,Y,7/13/22,,,,,
-84.379734,33.736469,Summerhill 2 Project,Grant Terrace SE and Georgia Ave SE,,,PTZ/Quad,Y,7/13/22,245 Georgia Ave SE,,,,
-84.394609,33.736824,City Camera Expansion Plan - TAD Zone 3,Ralph David Abernathy Blvd Eastbound and Pryor St SW,,,LPREB,Y,3/9/22,,,,,
-84.38375411,33.7376702,Summerhill 2,Martin St SE and Glenn St SE,,,PTZ/Quad,Y,4/27/22,600 Martin St SE,,,,
-84.38394226,33.7395698,Summerhill 2,Martin St SE and Crumley St SE,,,Ptz/Quad,Y,8/22/22,118 Crumley St SE,,,,
-84.39522471,33.7404998,City Camera Expansion Plan - Zone 3 TAD,Richardson St SW Westbound at Formwalt St SW,,,LPR,Y,4/21/22,236 Richardson St SW,,,,
-84.39086,33.7408238,Summerhill 2,Ormond St SW at Pollard Blvd SW,,,PTZ/Quad,Y,4/22/22,827 Pollard Blvd SW,,,,
-84.387563,33.741205,Summerhill 2,Fulton St SW at Hank Aaron Dr SW,,,PTZ/Quad,Y,4/21/22,500 Hank Aaron Dr SW,,,,
-84.40439238,33.7437864,District 4,Whitehall St SW Westbound and McDaniel St SW,,,LPRWB,Y,10/6/22,505 Whitehall St,,,,
-84.3597633,33.7444777,Radio One EMU,315 Chester Ave,,,fixed,Y,3/24/22,,,,,
-84.3597633,33.7444777,Radio One EMU,315 Chester Ave,,,fixed,Y,3/24/22,,,,,
-84.3597633,33.7444777,Radio One EMU,315 Chester Ave,,,fixed,Y,3/24/22,,,,,
-84.3737241,33.7464085,TAD Zone 6,Cherokee Ave SE Southbound and Memorial Dr SE,,,LPRSB,Y,9/29/22,421 Memorial Dr,,,,
-84.379648,33.746638,City Camera Expansion Plan - Zone 6 TAD,Hill St SE Southbound and Memorial Dr SE,,,LPRSB,Y,10/26/22,245 Memorial Dr,,,,
-84.39327575,33.7468588,City Camera Expansion Plan - Zone 5 TAD,Central Ave SW Northbound and Memorial Dr SW,,,LPRNB,Y,6/27/22,180 Memorial Dr SW,,,,
-84.39327575,33.7468588,City Camera Expansion Plan - Zone 5 TAD,Memorial Dr SW Westbound and Central Ave SW,,,LPR,Y,7/7/22,180 Memorial Dr SW,,,,
-84.387816,33.746914,City Camera Expansion Plan - Zone 5 TAD,Memorial Dr SE Westbound and Capitol Ave SE,,,LPRWB,Y,9/20/22,,,,,
-84.38762,33.746958,City Camera Expansion Plan - TAD Zone 5,Capitol Ave SE Northbound at Memorial Dr SE,,,LPRNB,Y,5/19/22,,,,,
-84.3676933,33.7470191,City Camera Expansion Plan - Zone 6 TAD,Boulevard SE Northbound and Memorial Dr SE,,,LPRNB,Y,3/18/22,"600 Memorial Dr SE, Atlanta, GA 30312",,,,
-84.3902644,33.7489924,TAD Zone 1,M.L.K. Jr Dr SW and Vine St NW,,,PTZ,Y,7/14/22,600 MLK Dr,,,,
-84.3902644,33.7489924,Chastain Park 2021A,24 Memorial Pkwy,,,Quad,N,,,,,,
-84.3902644,33.7489924,Forest Cove Project,1835 Henry Thomas Dr SW (Swimming Pool),,,PTZ/Quad,Y,10/12/22,,,,,
-84.3902644,33.7489924,City Camera Expansion Plan - TAD Zone 3,Ralph David Abernathy Blvd SW Westbound at Pryor St SW,,,LPRWB,Y,5/19/22,182 Ralph David Abernathy Blvd SW,,,,
-84.3902644,33.7489924,City Camera Expansion Plan - Zone 5 TAD,Capitol Ave SW and Capitol Sq SW,,,PTZ,Y,8/5/22,18 Capital Sq SW,,,,
-84.3902644,33.7489924,Chastain Park,155 Alex Cooley Pkwy,,,PTZ,Y,3/12/22,155 Alex Cooley Pkwy,,,,
-84.3902644,33.7489924,District 9 Participatory,1207 Howell Mill Rd SW,,,LPRNB,N,,,,,,
-84.41893066,33.7496923,District 4 - Dozier,Ashby Grove SW and Joseph E Lowery Blvd SW,,,PTZ,Y,9/30/22,956 Ashby Grove SW,,,,
-84.396405,33.749981,City Camera Expansion Plan - Zone 5 TAD,Forsyth St SW and Garnett St SW,,,PTZ,Y,10/26/22,183 Forsyth St,,,,
-84.490168,33.75011,District 10 - Boone,M.L.K. Jr Dr SW and Boulder Park Dr SW,,,PTZ,Y,7/22/22,3144 M.L.K. Jr Dr SW,,,,
-84.490168,33.750118,District 10 - Boone,M.L.K. Jr Dr SW and Boulder Park Dr SW,,,PTZ,Y,7/22/22,3144 M.L.K. Jr Dr SW,,,,
-84.39525525,33.750288,TAD Zone 5,Forsyth St & Trinity Ave,,,PTZ,Y,9/29/22,156 Forsyth St SW,,,,
-84.3933433,33.7508725,City Camera Expansion Plan - Zone 5 TAD,Peachtree St SW Northbound and Mitchell St SW,,,LPRNB,Y,6/27/22,137 Peachtree St SW,,,,
-84.3933433,33.7508725,City Camera Expansion Plan - Zone 5 TAD,Mitchell St SW Eastbound and Peachtree St SW,,,LPR,Y,7/7/22,137 Peachtree St,,,,
-84.488309,33.751141,District 10 - Boone,MLK Jr Dr SW and Lynhurst dr SW,,,PTZ,Y,8/11/22,3102 M.L.K. Jr Dr SW,,,,
-84.467424,33.751847,City Camera Expansion Project - Zone 1,MLK Dr & Hamilton E. Holmes Dr,,,PTZ/Quad,Y,2/8/22,,,,,
-84.393272,33.752869,District 12,MLK Dr & Forsyth St,,,PTZ/Quad,Y,11/8/22,66 Forsyth St SW,,,,
-84.374152,33.752953,TAD Zone 6,Jackson St SE and Gartrell St SE,,,PTZ,Y,4/12/22,400 Gartrell St SE,,,,
-84.384207,33.754224,City Camera Expansion Plan - Zone 5 TAD,Courtland St SE Southbound and Edgewood Ave SE,,,LPRSB,Y,7/7/22,125 Edgewood Ave SE,,,,
-84.384207,33.754224,City Camera Expansion Plan - Zone 5 TAD,Edgewood Ave SE Westbound and Courtland St SE,,,LPR,Y,10/6/22,125 Edgewood Ave SE,,,,
-84.3723298,33.7543075,City Camera Expansion Plan - Zone 6 TAD,Edgewood Ave SE Eastbound and Boulevard NE,,,LPREB,Y,10/26/22,466 Edgewood Ave,,,,
-84.398566,33.754499,City Camera Expansion Plan - Zone 5 TAD,M.L.K. Jr Dr SW Eastbound and Centennial Olympic Park Dr,,,LPR,Y,7/13/22,,,,,
-84.40789,33.75469,City Camera Expansion Plan - Zone 1 TAD,M.L.K. Jr Dr SW and Vine St NW,,,PTZ,Y,7/29/22,,,,,
-84.4820965,33.7552573,District 10 - Boone,Delmar Ln NW and Linkwood Rd NW,,,PTZ,Y,9/16/22,7 Linkwood Rd NW,,,,
-84.3801337,33.7553395,City Camera Expansion Plan - Zone 5 TAD,Auburn Ave NE and Jesse Hill Jr Dr NE,,,PTZ,Y,8/29/22,229 Auburn Ave NE,,,,
-84.3758824,33.7555042,TAD Zone 6,William Holmes Borders Senior Dr NE and Auburn Ave NE,,,PTZ,Y,7/7/22,359 Auburn Ave,,,,
-84.505459,33.759607,TAD Zone 1,Fairburn Rd SW Northbound and M.L.K. Jr Dr SW,,,LPRNB,Y,11/15/22,3599 MLK Dr,,,,
-84.40910358,33.7601898,TAD Zone 1,Spencer St NW at Elm St NW,,,PTZ,Y,4/21/22,670 Spencer St,,,,
-84.371661,33.760903,TAD Zone 6,Boulevard NE Northbound and John Lewis Freedom Pkwy NE,,,LPRNB,Y,6/27/22,241 Boulvard,,,,
-84.485345,33.762296,,3000 Collier Dr,,,PTZ/Quad,Y,4/1/22,,,,,
-84.41541929,33.7633764,TAD Zone 1,Joseph E Boone Blvd NW and Oliver St NW,,,PTZ,Y,4/27/22,868 Joseph E Boone Blvd NW,,,,
-84.403044,33.763415,City Camera Expansion Plan - Zone 5 TAD,Joseph E. Boone Blvd NW Eastbound and Northside Dr NW,,,LPR,Y,7/22/22,,,,,
-84.402934,33.763427,City Camera Expansion Plan - Zone 5 TAD,Northside Dr NW Northbound and Joseph E. Boone Blvd NW,,,LPR,,2/25/22,,,,,
-84.3857506,33.7640523,City Camera Expansion Plan - Zone 5 TAD,Ralph McGill Blvd NE Eastbound and Peachtree St NE,,,LPREB,Y,11/8/22,355 Peachtree St NE,,,,
-84.3857506,33.7640523,TAD Zone 5,Peachtree St Northbound & Ralph Mc Gill Blvd ,,,LPREB,Y,10/6/22,355 Peachtree St,,,,
-84.385727,33.764468,TAD Zone 5,Peachtree St & Ralph Mc Gill Blvd ,,,LPRNB,N,,,,,,
-84.39204,33.764616,City Camera Expansion Plan - Zone 5 TAD,Centennial Olympic Park Dr NW Northbound and Ivan Allen Jr Blvd NW,,,LPR,Y,7/7/22,,,,,
-84.3845896,33.7654922,City Camera Expansion Plan - Zone 5 TAD,Currier St NE and Piedmont Ave NE,,,PTZ,Y,3/9/22,1041 Currier St NE,,,,
-84.349436,33.76565,Little 5 Points,Seminole Ave NE and Moreland Ave NE,,,PTZ,Y,7/13/22,422 Seminole Ave,,,,
-84.510933,33.765697,District 10,MLK Dr & Bolton Rd,,,LPREB,Y,7/13/22,,,,,
-84.511153,33.76587,District 10 - Boone,M.L.K. Jr Dr SW Southbound and Bolton Road NW,,,LPRSB,Y,10/12/22,,,,,
-84.41623482,33.7660194,City Camera Expansion Plan - Zone 5 TAD,417 Lindsay St NW,,,Ptz,Y,4/21/22,,,,,
-84.41011387,33.7661219,TAD Zone 5,Sunset Ave NW & John St NW,,,PTZ,Y,1/19/22,420 Sunset Ave,,,,
-84.41532539,33.7666981,TAD Zone 5,439 Oliver St NW,,,PTZ,Y,7/7/22,,,,,
-84.416333,33.766741,TAD Zone 5,Lindsay St NW and Neal St NW,,,PTZ,Y,7/21/22,883 Neal St,,,,
-84.49989374,33.7686936,District 10,Collier Dr & Fairburn Rd,,,LPRNB,N,10/12/22,3426 Collier Dr NW,,,,
-84.500072,33.768925,District 10,Collier Dr & Fairburn Rd,,,LPRBE,N,,,,,,
-84.414581,33.769805,District 12 Project,532 Cleveland Ave SW,,,PTZ,Y,4/22/22,Cleveland Ave at Metropolitan Pkwy SW,,,,
-84.45628678,33.7704602,District 9 Participatory,2097 Baker Rd NW,,,LPRSB,N,,,,,,
-84.45628678,33.7704602,District 9 Participatory,2097 Baker Rd NW,,,LPRWB,N,,,,,,
-84.5067497,33.77147,City Camera Expansion Plan - Zone 1 TAD,Hollywood Rd NW Northeastbound and Bolton Rd NW,,,LPR,,3/7/22,2121 Bolton Rd NW,,,,
-84.5067497,33.7714769,City Camera Expansion Plan - TAD Zone 1,Bolton Rd NW Westbound at Hollywood Rd NW,,,LPR,Y,5/19/22,2121 Bolton Rd NW,,,,
-84.4854915,33.771611,District 9 Participatory,634 Waterford Rd,,,LPRWB,N,,,,,,
-84.4854915,33.7716116,District 9 Participatory,634 Waterford Rd,,,LPREB,N,,,,,,
-84.38174076,33.771865,City Camera Expansion Plan - Zone 5 TAD,Piedmont Ave NE and North Avenue NE Westbound,,,LPR,,2/25/22,625 Piedmont Ave NE,,,,
-84.38174076,33.771865,City Camera Expansion Plan - Zone 5 TAD,Piedmont Ave NE Northbound at North Avenue NE,,,LPR,Y,4/21/22,625 Piedmont Ave NE,,,,
-84.4498,33.776636,City Camera Expansion Plan - Zone 1 TAD,Donald Lee Hollowell Pkwy NW Eastbound and Hollywood Rd NW,,,LPR,Y,7/14/22,,,,,
-84.45070914,33.7767052,City Camera Expansion Plan - Zone 1 TAD,Donald Lee Hollowell Pkwy NW Eastbound and Hollywood Rd NW,,,LPR,Y,7/13/22,1992 Donald Lee Hollowell Pkwy NW,,,,
-84.3805,33.7817,Mayors Request,Piedmont and 10th Street WB,,,LPR,Y,3/4/22,,,,,
-84.380521,33.781782,Mayors Request,Piedmont and 10th Street EB,,,LPR,Y,3/4/22,,,,,
-84.456343,33.781854,TAD Zone 1,Hollywood Rd NW Northbound and Gun Club Rd NW,,,LPRNB,Y,7/13/22,,,,,
-84.453277,33.783487,City Camera Expansion Plan - Zone 1 TAD,Jones Ave NW Northbound and Johnson Rd NW,,,LPRNB,Y,10/26/22,67 Johnson Rd NW,,,,
-84.442886,33.785538,District 9 Participatory,1588 Johnson Rd,,,LPREB,N,,,,,,
-84.45632314,33.7858609,TAD Zone 1,Ruth St NW Eastbound and Gun Club Rd NW,,,LPRSB,Y,9/16/22,1131 Gun Club Rd,,,,
-84.4278283,33.7888269,District 9 Participatory,1251 Marietta Blvd NW,,,LPR,N,,,,,,
-84.4234044,33.7894326,District 9 Participatory,1073 Huff Rd NW,,,LPREB,N,,,,,,
-84.4203407,33.7895218,Empire Communities,Huff Rd NW and English St NW,,,PTZ,Y,10/12/22,996 Huff Rd NW,,,,
-84.4134739,33.792289,Howell Mill Rd EMU,1350 Howell Mill Rd,,,fixed,Y,3/24/22,,,,,
-84.4134739,33.7922895,Howell Mill Rd EMU,1350 Howell Mill Rd,,,fixed,Y,3/24/22,,,,,
-84.4134739,33.792295,Howell Mill Rd EMU,1350 Howell Mill Rd,,,fixed,Y,3/24/22,,,,,
-84.416269,33.799929,District 9 Participatory,1678 Howell Mill Rd,,,LPRWB,N,,,,,,
-84.416269,33.7999,District 9 Participatory,1678 Howell Mill Rd,,,LPRNB,N,,,,,,
-84.476387,33.801894,District 9 Participatory,2700 Browntown Rd ,,,LPRNB,N,,,,,,
-84.436369,33.802337,District 9 Participatory,1740 Marietta Blvd NW,,,LPRSB,N,,,,,,
-84.47091769,33.8048294,City Camera Expansion Plan - Zone 1 TAD,Hollywood Rd Northbound at Perry Blvd NW,,,LPR,Y,3/7/22,1802 Hollywood Rd NW,,,,
-84.464992,33.805261,TAD Zone 1,Mary George Ave NW Southbound and Perry Blvd NW,,,LPRSB,Y,7/7/22,1823 Mary George Ave,,,,
-84.39915772,33.8085162,Ardmore Park,Collier Rd NW Eastbound at Dellwood Dr NW,,,LPREB,Y,5/19/22,388 Collier Rd NW,,,,
-84.40406806,33.8106646,Collier Hills Neighborhood,Walthall Dr NW Southbound and Collier Rd NW,,,LPR,,3/11/22,2020 Walthall Dr NW,,,,
-84.364077,33.810833,,Bismark Rd NE and Rockledge Rd NE,,,PTZ/Quad,,1/20/22,,,,,
-84.364633,33.812157,Manchester Area,Lambert Dr & Niles Pl,,,Ptz/Quad,Y,1/7/22,,,,,
-84.36335,33.812904,Manchester Area 2021,2136 Manchester St NE,,,PTZ,,3/11/22,,,,,
-84.4467429,33.8153274,City Camera Expansion Plan - Zone 1 TAD,La Dawn Ln NW Westbound and Maid Ln NW,,,LPR,Y,7/14/22,1802 La Dawn Ln NW,,,,
-84.446736,33.815345,TAD Zone 1,La Dawn Ln NW Westbound and Maid Ln NW,,,LPRWB,Y,7/14/22,1802 La Dawn Lane,,,,
-84.446616,33.815596,City Camera Expansion Plan - Zone 1 TAD,La Dawn Ln NW Westbound and Maid Ln NW,,,LPR,Y,7/29/22,,,,,
-84.402745,33.815661,Atlanta Conservancy Phase 2,Woodward Way NW and Havenridge Dr NW,,,PTZ/Quad,Y,7/22/22,384 Woodward Way,,,,
